Campo;Fuente1;Fuente2;Fuente3;Fuente4;Fuente5;Fuente6
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3868;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3869;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3870;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3871;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3872;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3873;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3874;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3875;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3876;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3877;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3878;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3879;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3880;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3881;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3882;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3883;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3884;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3885;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3886;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3887;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3888;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3889;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;3890;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3891;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3892;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3893;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3894;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3895;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3896;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3897;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3898;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3899;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3900;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3901;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3902;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3903;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3904;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3905;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3906;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3907;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3908;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3909;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3910;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3911;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3912;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3913;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3914;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3915;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3916;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3917;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3918;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3919;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3920;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3921;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3922;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3923;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3924;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3925;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3926;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3927;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3928;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3929;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3930;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3931;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3932;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3933;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3934;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3935;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3936;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3937;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3938;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3939;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3940;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3941;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3942;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3943;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3944;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3945;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;3946;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3947;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3948;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3949;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3950;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3951;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3952;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3953;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3954;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3955;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3956;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3957;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3958;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3959;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3960;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3961;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3962;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3963;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3964;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3965;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3966;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3967;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3968;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3969;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3970;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3971;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3972;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3973;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3974;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3975;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3976;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3977;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3978;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3979;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3980;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3981;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3982;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3983;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3984;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3985;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3986;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3987;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3988;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3989;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3990;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3991;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3992;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3993;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3994;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3995;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3996;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3997;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3998;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;3999;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4000;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4001;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4002;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4003;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4004;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4005;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4006;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4007;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4008;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4009;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4010;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;4011;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;4012;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;4013;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;4014;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;4015;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;4016;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;4017;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;4018;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;4021;;;;;
campovx_11_fuente;F1835;;;;;
campovx_03_vector;4022;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;4024;;;;;
campovx_11_fuente;F1835;Vector Renta;;;;
campovx_03_vector;4025;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4026;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4027;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4028;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4029;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4030;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4031;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4032;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4033;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4034;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4035;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4036;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4037;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4038;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4039;;;;;
campovx_11_fuente;Vector Renta;F29;;;;
campovx_03_vector;4040;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4043;;;;;
campovx_11_fuente;F1943;;;;;
campovx_03_vector;4044;;;;;
campovx_11_fuente;F1943;;;;;
campovx_03_vector;4045;;;;;
campovx_11_fuente;F1943;;;;;
campovx_03_vector;4046;;;;;
campovx_11_fuente;F1943;;;;;
campovx_03_vector;4047;;;;;
campovx_11_fuente;F1943;;;;;
campovx_03_vector;4048;;;;;
campovx_11_fuente;F1943;;;;;
campovx_03_vector;4049;;;;;
campovx_11_fuente;F1943;;;;;
campovx_03_vector;4050;;;;;
campovx_11_fuente;F1943;;;;;
campovx_03_vector;4051;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4052;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4053;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4054;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4055;;;;;
campovx_11_fuente;Nómina SDF: devolucion de honorarios enero y febrero;;;;;
campovx_03_vector;4056;;;;;
campovx_11_fuente;F1947;;;;;
campovx_03_vector;4057;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4058;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4059;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;4060;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;4061;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;4062;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4063;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4064;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4065;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4066;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4067;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4068;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4069;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4070;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4071;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4072;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4073;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4074;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4075;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4076;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4077;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4078;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4079;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4080;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4081;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4082;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4083;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4084;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4085;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4086;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4087;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4088;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4089;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4090;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4091;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4092;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4093;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4094;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;4095;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;4096;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;4097;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;4098;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;4099;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;4100;;;;;
campovx_11_fuente;F1947;;;;;
campovx_03_vector;4101;;;;;
campovx_11_fuente;Nómina SDF: Retiro de 10porc AFP;;;;;
campovx_03_vector;4103;;;;;
campovx_11_fuente;Vector Renta;F1926 AT-1;;;;
campovx_03_vector;4105;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4106;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4107;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4108;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4109;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4110;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4111;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4112;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4113;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4114;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4115;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4116;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4117;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4118;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4119;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4120;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4121;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4122;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4123;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4124;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4125;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4126;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4127;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4128;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4129;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4130;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4131;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4132;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4133;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4134;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4135;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4136;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4137;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4138;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4139;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4140;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4141;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4142;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4143;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4144;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4145;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4146;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4147;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4148;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4149;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4150;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4151;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4152;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4153;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4154;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4155;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4156;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4157;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4158;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4159;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4160;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4161;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4162;;;;;
campovx_11_fuente;F1939 AT-1;;;;;
campovx_03_vector;4163;;;;;
campovx_11_fuente;F50;;;;;
campovx_03_vector;4164;;;;;
campovx_11_fuente;F50;;;;;
campovx_03_vector;4165;;;;;
campovx_11_fuente;F1891;;;;;
campovx_03_vector;4166;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4167;;;;;
campovx_11_fuente;Vector Renta;F1847;;;;
campovx_03_vector;4170;;;;;
campovx_11_fuente;F1947;;;;;
campovx_03_vector;4171;;;;;
campovx_11_fuente;F1947;;;;;
campovx_03_vector;4172;;;;;
campovx_11_fuente;F1947;;;;;
campovx_03_vector;4173;;;;;
campovx_11_fuente;F1947;;;;;
campovx_03_vector;4174;;;;;
campovx_11_fuente;F1947;;;;;
campovx_03_vector;4175;;;;;
campovx_11_fuente;F1947;;;;;
campovx_03_vector;4176;;;;;
campovx_11_fuente;F1947;;;;;
campovx_03_vector;4177;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4178;;;;;
campovx_11_fuente;F1891;;;;;
campovx_03_vector;4179;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;4180;;;;;
campovx_11_fuente;F1947;;;;;
campovx_03_vector;4181;;;;;
campovx_11_fuente;F1947;;;;;
campovx_03_vector;4182;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4183;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4184;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4185;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4186;;;;;
campovx_11_fuente;F1943;;;;;
campovx_03_vector;4187;;;;;
campovx_11_fuente;F1943;;;;;
campovx_03_vector;4188;;;;;
campovx_11_fuente;RIAC;;;;;
campovx_03_vector;4189;;;;;
campovx_11_fuente;RIAC;;;;;
campovx_03_vector;4190;;;;;
campovx_11_fuente;RIAC;;;;;
campovx_03_vector;4191;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;4193;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;4194;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;4196;;;;;
campovx_11_fuente;Validaciones DDJJ;;;;;
campovx_03_vector;4197;;;;;
campovx_11_fuente;Vector Renta;F1922;;;;
campovx_03_vector;4198;;;;;
campovx_11_fuente;Nómina SDF: Generadores de créditos especiales observados por modelo de riesgo;;;;;
campovx_03_vector;4199;;;;;
campovx_11_fuente;F1887;;;;;
campovx_03_vector;4200;;;;;
campovx_11_fuente;F1887;;;;;
campovx_03_vector;4201;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4202;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4203;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4204;;;;;
campovx_11_fuente;F1948;;;;;
campovx_03_vector;4205;;;;;
campovx_11_fuente;F1949;;;;;
campovx_03_vector;4206;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4207;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;4208;;;;;
campovx_11_fuente;Nómina SDF: Casos para liberar;;;;;
campovx_03_vector;4209;;;;;
campovx_11_fuente;F1887;;;;;
campovx_03_vector;4210;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4211;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4212;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4213;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4214;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4215;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4216;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4217;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4218;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4219;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4220;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4221;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4222;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4223;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4224;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4225;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4226;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4227;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4228;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4229;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4230;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4231;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4232;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4233;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4234;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;4235;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;4236;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;4237;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4238;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4239;;;;;
campovx_11_fuente;F22 AT-1;;;;;
campovx_03_vector;4240;;;;;
campovx_11_fuente;Asistente RLI Propyme Transparente AT-1;;;;;
campovx_03_vector;4241;;;;;
campovx_11_fuente;Asistente RLI Propyme Transparente AT-1;;;;;
campovx_03_vector;4242;;;;;
campovx_11_fuente;Asistente RLI Propyme Transparente AT-1;;;;;
campovx_03_vector;4243;;;;;
campovx_11_fuente;Asistente RLI Propyme Transparente AT-1;;;;;
campovx_03_vector;4244;;;;;
campovx_11_fuente;Asistente RLI Propyme Transparente AT-1;;;;;
campovx_03_vector;4245;;;;;
campovx_11_fuente;Asistente RLI Propyme Transparente AT-1;;;;;
campovx_03_vector;4246;;;;;
campovx_11_fuente;Asistente RLI Propyme Transparente AT-1;;;;;
campovx_03_vector;4247;;;;;
campovx_11_fuente;Asistente Propyme Transparente AT-1;;;;;
campovx_03_vector;4248;;;;;
campovx_11_fuente;Asistente RLI Propyme Transparente AT-1;;;;;
campovx_03_vector;4249;;;;;
campovx_11_fuente;Asistente RLI Propyme Transparente AT-1;;;;;
campovx_03_vector;4250;;;;;
campovx_11_fuente;Asistente RLI Propyme Transparente AT-1;;;;;
campovx_03_vector;4251;;;;;
campovx_11_fuente;Asistente RLI Propyme Transparente AT-1;;;;;
campovx_03_vector;4252;;;;;
