Campo;Fuente1;Fuente2;Fuente3;Fuente4;Fuente5;Fuente6
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_03_vector;1415;;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_03_vector;1416;;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_03_vector;1417;;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_03_vector;1418;;;;;
campovx_11_fuente;Información de los Centros de Investigación y Desarrollo o Patrocinante y de los Contratos de I+D (CORFO.DAT);;;;;
campovx_03_vector;1419;;;;;
campovx_11_fuente;F1840;;;;;
campovx_03_vector;1420;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1421;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1422;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1423;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1427;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1428;;;;;
campovx_11_fuente;Vector RentaAT_Anteriores;;;;;
campovx_03_vector;1429;;;;;
campovx_11_fuente;Vector RentaAT_Anteriores;Vector RentaAT;;;;
campovx_03_vector;1432;;;;;
campovx_11_fuente;F1837AT-1;Vector RentaAT-1;;;;
campovx_03_vector;1433;;;;;
campovx_11_fuente;Vector RentaAT-1;;;;;
campovx_03_vector;1435;;;;;
campovx_11_fuente;F2890;;;;;
campovx_03_vector;1436;;;;;
campovx_11_fuente;F2890;;;;;
campovx_03_vector;1437;;;;;
campovx_11_fuente;CVC;Vector Renta;F2890;;;
campovx_03_vector;1439;;;;;
campovx_11_fuente;F2890;Vector Renta;;;;
campovx_03_vector;1441;;;;;
campovx_11_fuente;F1897AT, F1897AT-1, F1897AT-2 y F1897AT-3;;;;;
campovx_03_vector;1442;;;;;
campovx_11_fuente;F1897AT, F1897AT-1, F1897AT-2 y F1897AT-3;;;;;
campovx_03_vector;1443;;;;;
campovx_11_fuente;BHECon_Retención;;;;;
campovx_03_vector;1444;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1445;;;;;
campovx_11_fuente;F1895AT-1;;;;;
campovx_03_vector;1446;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1447;;;;;
campovx_11_fuente;F1895;;;;;
campovx_03_vector;1448;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1449;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1450;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1451;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1452;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1453;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1454;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1455;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1456;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1457;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1458;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1459;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1460;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1461;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1462;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1463;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1464;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1465;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1468;;;;;
campovx_11_fuente;CVC;Vector Renta;;;;
campovx_03_vector;1469;;;;;
campovx_11_fuente;CVC;Vector Renta;;;;
campovx_03_vector;1470;;;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);;;;;
campovx_03_vector;1471;;;;;
campovx_11_fuente;Vector Renta;Tabla de Cesión de Beneficio (Art. 55 ter);;;;
campovx_03_vector;1472;;;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);;;;;
campovx_03_vector;1473;;;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);Vector Renta;;;;
campovx_03_vector;1474;;;;;
campovx_11_fuente;Vector;Tabla de Cesión de Beneficio (Art. 55 ter);;;;
campovx_03_vector;1478;;;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);Vector Renta;;;;
campovx_03_vector;1479;;;;;
campovx_11_fuente;Vector Renta;F22;;;;
campovx_03_vector;1480;;;;;
campovx_11_fuente;"Tabla ""Solicitud anticipada para acogerse al Art. 14 quáter""";;;;;
campovx_03_vector;1481;;;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);Vector Renta;;;;
campovx_03_vector;1482;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1483;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1484;;;;;
campovx_11_fuente;Vector Renta;Nómina SDF;;;;
campovx_03_vector;1485;;;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);;;;;
campovx_03_vector;1486;;;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);;;;;
campovx_03_vector;1487;;;;;
campovx_11_fuente;Nómina Retención Técnicos Extranjeros (RTE_AFP.DAT);;;;;
campovx_03_vector;1488;;;;;
campovx_11_fuente;Nómina Retención Técnicos Extranjeros (RTE_AFP.DAT);;;;;
campovx_03_vector;1489;;;;;
campovx_11_fuente;Nómina Retención Técnicos Extranjeros (RTE_AFP.DAT);;;;;
campovx_03_vector;1490;;;;;
campovx_11_fuente;Nómina Retención Técnicos Extranjeros (RTE_AFP.DAT);;;;;
campovx_03_vector;1491;;;;;
campovx_11_fuente;Validaciones DDJJ;Vector Renta;;;;
campovx_03_vector;1492;;;;;
campovx_11_fuente;Atributos de la Declaración Primitiva (F22);;;;;
campovx_03_vector;1493;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1494;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1495;;;;;
campovx_11_fuente;Tabla de Cesión de Beneficio (Art. 55 ter);;;;;
campovx_03_vector;1522;;;;;
campovx_11_fuente;F1822;;;;;
campovx_03_vector;1539;;;;;
campovx_11_fuente;F1822;;;;;
campovx_03_vector;1543;;;;;
campovx_11_fuente;F1822;;;;;
campovx_03_vector;1549;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1563;;;;;
campovx_11_fuente;F1887;;;;;
campovx_03_vector;1566;;;;;
campovx_11_fuente;F1822;;;;;
campovx_03_vector;1569;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1572;;;;;
campovx_11_fuente;F1812;;;;;
campovx_03_vector;1574;;;;;
campovx_11_fuente;F1887;;;;;
campovx_03_vector;1576;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1577;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1578;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1579;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1580;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1581;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1582;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1583;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1584;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1585;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1586;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1587;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1588;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1589;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1590;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1591;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1592;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1593;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1594;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1595;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1596;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1597;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1598;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1599;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1600;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1602;;;;;
campovx_11_fuente;F22AT-1;ObservacionesAT-1;;;;
campovx_03_vector;1603;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1604;;;;;
campovx_11_fuente;F1835;;;;;
campovx_03_vector;1608;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1609;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1613;;;;;
campovx_11_fuente;F1828;;;;;
campovx_03_vector;1614;;;;;
campovx_11_fuente;F1828;;;;;
campovx_03_vector;1615;;;;;
campovx_11_fuente;F1828;;;;;
campovx_03_vector;1616;;;;;
campovx_11_fuente;F1828;;;;;
campovx_03_vector;1617;;;;;
campovx_11_fuente;F1828;;;;;
campovx_03_vector;1618;;;;;
campovx_11_fuente;F1828;;;;;
campovx_03_vector;1619;;;;;
campovx_11_fuente;F29;;;;;
campovx_03_vector;1620;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1621;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1622;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1623;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1624;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1625;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1626;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1627;;;;;
campovx_11_fuente;F1929;;;;;
campovx_03_vector;1628;;;;;
campovx_11_fuente;F1900;;;;;
campovx_03_vector;1631;;;;;
campovx_11_fuente;F50;;;;;
campovx_03_vector;1632;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);;;;;
campovx_03_vector;1633;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1634;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1635;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1636;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1637;;;;;
campovx_11_fuente;F1829;;;;;
campovx_03_vector;1638;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1639;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);;;;;
campovx_03_vector;1640;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1641;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1642;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1643;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1644;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1645;;;;;
campovx_11_fuente;F1811 primitiva vigente o anulada;;;;;
campovx_03_vector;1646;;;;;
campovx_11_fuente;F1834 primitiva vigente o anulada;;;;;
campovx_03_vector;1647;;;;;
campovx_11_fuente;F29bis;Vector Renta;;;;
campovx_03_vector;1649;;;;;
campovx_11_fuente;F22AT1993-ATactual;;;;;
campovx_03_vector;1650;;;;;
campovx_11_fuente;F22AT1993-ATactual;;;;;
campovx_03_vector;1651;;;;;
campovx_11_fuente;F22AT1993-ATactual;;;;;
campovx_03_vector;1652;;;;;
campovx_11_fuente;F22AT1993-ATactual;;;;;
campovx_03_vector;1653;;;;;
campovx_11_fuente;F1817AT1998-ATactual;F1818AT1998-ATactual;;;;
campovx_03_vector;1654;;;;;
campovx_11_fuente;F1817AT2014-ATactual;F1818AT2014-ATactual;;;;
campovx_03_vector;1655;;;;;
campovx_11_fuente;F1817AT1998-ATactual;F1818AT1998-ATactual;;;;
campovx_03_vector;1656;;;;;
campovx_11_fuente;F1817AT2014-ATactual;F1818AT2014-ATactual;;;;
campovx_03_vector;1657;;;;;
campovx_11_fuente;F1884AT1998-ATactual;F1885AT1998-ATactual;;;;
campovx_03_vector;1658;;;;;
campovx_11_fuente;F1884AT2014-ATactual;F1885AT2014-ATactual;;;;
campovx_03_vector;1659;;;;;
campovx_11_fuente;F1884AT1998-ATactual;F1885AT1998-ATactual;;;;
campovx_03_vector;1660;;;;;
campovx_11_fuente;F1884AT2014-ATactual;F1885AT2014-ATactual;;;;
campovx_03_vector;1661;;;;;
campovx_11_fuente;F1886AT1998-ATactual;;;;;
campovx_03_vector;1662;;;;;
campovx_11_fuente;F1886AT2014-ATactual;;;;;
campovx_03_vector;1663;;;;;
campovx_11_fuente;F1886AT1998-ATactual;;;;;
campovx_03_vector;1664;;;;;
campovx_11_fuente;F1886AT1998-ATactual;;;;;
campovx_03_vector;1665;;;;;
campovx_11_fuente;F1886AT2014-ATactual;;;;;
campovx_03_vector;1666;;;;;
campovx_11_fuente;F1813AT1998-AT2013;F1893AT1998-AT2013;;;;
campovx_03_vector;1667;;;;;
campovx_11_fuente;F1813AT1998-AT2013;F1893AT1998-AT2013;;;;
campovx_03_vector;1668;;;;;
campovx_11_fuente;F1821AT1998-ATactual;;;;;
campovx_03_vector;1669;;;;;
campovx_11_fuente;F1821AT2014-ATactual;;;;;
campovx_03_vector;1670;;;;;
campovx_11_fuente;F1817AT1998-ATactual;;;;;
campovx_03_vector;1671;;;;;
campovx_11_fuente;F1817AT2014-ATactual;;;;;
campovx_03_vector;1672;;;;;
campovx_11_fuente;F1817AT1998-ATactual;;;;;
campovx_03_vector;1673;;;;;
campovx_11_fuente;F1817AT2014-ATactual;;;;;
campovx_03_vector;1674;;;;;
campovx_11_fuente;F1884AT1998-ATactual;;;;;
campovx_03_vector;1675;;;;;
campovx_11_fuente;F1884AT2014-ATactual;;;;;
campovx_03_vector;1676;;;;;
campovx_11_fuente;F1884AT1998-ATactual;;;;;
campovx_03_vector;1677;;;;;
campovx_11_fuente;F1884AT2014-ATactual;;;;;
campovx_03_vector;1678;;;;;
campovx_11_fuente;F1886AT1998-ATactual;;;;;
campovx_03_vector;1679;;;;;
campovx_11_fuente;F1886AT2014-ATactual;;;;;
campovx_03_vector;1680;;;;;
campovx_11_fuente;F1886AT1998-ATactual;;;;;
campovx_03_vector;1681;;;;;
campovx_11_fuente;F1886AT1998-ATactual;;;;;
campovx_03_vector;1682;;;;;
campovx_11_fuente;F1886AT2014-ATactual;;;;;
campovx_03_vector;1683;;;;;
campovx_11_fuente;F1893AT1998-AT2013;;;;;
campovx_03_vector;1684;;;;;
campovx_11_fuente;F1893AT1998-AT2013;;;;;
campovx_03_vector;1685;;;;;
campovx_11_fuente;F22AT1993-AT-1;;;;;
campovx_03_vector;1686;;;;;
campovx_11_fuente;F22AT1993-AT-1;;;;;
campovx_03_vector;1687;;;;;
campovx_11_fuente;F22AT1993-ATactual;;;;;
campovx_03_vector;1688;;;;;
campovx_11_fuente;Vector RentaAT1993-ATactual;;;;;
campovx_03_vector;1689;;;;;
campovx_11_fuente;F29;Vector Renta;;;;
campovx_03_vector;1690;;;;;
campovx_11_fuente;F29;Vector Renta;;;;
campovx_03_vector;1691;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1692;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1693;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1694;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1695;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1696;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1697;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);Vector RentaAT;;;;
campovx_03_vector;1698;;;;;
campovx_11_fuente;F1887 primitiva vigente o anulada;F1812 primitiva vigente o anulada;;;;
campovx_03_vector;1699;;;;;
campovx_11_fuente;F1879 primitiva vigente o anulada;;;;;
campovx_03_vector;1700;;;;;
campovx_11_fuente;F1879 primitiva vigente o anulada;;;;;
campovx_03_vector;1701;;;;;
campovx_11_fuente;F1811 primitiva vigente o anulada;;;;;
campovx_03_vector;1702;;;;;
campovx_11_fuente;F1899 primitiva vigente o anulada;;;;;
campovx_03_vector;1703;;;;;
campovx_11_fuente;Nómina SDF (MyG): Contribuyentes con Contratos Especiales de Operaciones Petroleras (CEOP);;;;;
campovx_03_vector;1704;;;;;
campovx_11_fuente;F22Anulado;;;;;
campovx_03_vector;1705;;;;;
campovx_11_fuente;F1812 y F1887;Validaciones DDJJ;;;;
campovx_03_vector;1712;;;;;
campovx_11_fuente;F1812;F1887;;;;
campovx_03_vector;1713;;;;;
campovx_11_fuente;F1879;;;;;
campovx_03_vector;1714;;;;;
campovx_11_fuente;F1879;;;;;
campovx_03_vector;1715;;;;;
campovx_11_fuente;F1811;;;;;
campovx_03_vector;1716;;;;;
campovx_11_fuente;F1811;;;;;
campovx_03_vector;1717;;;;;
campovx_11_fuente;F1834;;;;;
campovx_03_vector;1718;;;;;
campovx_11_fuente;F1899;;;;;
campovx_03_vector;1719;;;;;
campovx_11_fuente;F1812;F1887;;;;
campovx_03_vector;1720;;;;;
campovx_11_fuente;Nómina SDF (D.D.O.);;;;;
campovx_03_vector;1721;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1723;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1727;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1731;;;;;
campovx_11_fuente;NÓMINA RETENCION TECNICOS EXTRANJEROS Y DESAFILIADOS AL SISTEMA DE PENSIONES ESTABLECIDO EN D.L. 3.500 (RTE_AFP.DAT);;;;;
campovx_03_vector;1734;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1751;;;;;
campovx_11_fuente;F22;CVC;Vector Renta;F1922;;
campovx_03_vector;1760;;;;;
campovx_11_fuente;F1812;F1887;;;;
campovx_03_vector;1763;;;;;
campovx_11_fuente;F1828;;;;;
campovx_03_vector;1773;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_03_vector;1774;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_03_vector;1775;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_03_vector;1776;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_03_vector;1777;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_03_vector;1778;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_03_vector;1779;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_03_vector;1780;;;;;
campovx_11_fuente;F1922AT2015-ATactual;;;;;
campovx_03_vector;1781;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1784;;;;;
campovx_11_fuente;CVC;F4415;;;;
campovx_03_vector;1785;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1786;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1787;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1788;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1790;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1791;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1801;;;;;
campovx_11_fuente;F1919;;;;;
campovx_03_vector;1802;;;;;
campovx_11_fuente;F1919;;;;;
campovx_03_vector;1803;;;;;
campovx_11_fuente;F1919;;;;;
campovx_03_vector;1804;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1805;;;;;
campovx_11_fuente;F1909;;;;;
campovx_03_vector;1808;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1809;;;;;
campovx_11_fuente;F1922;CVC;;;;
campovx_03_vector;1810;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1811;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1812;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1813;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1814;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1815;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1816;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1817;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1818;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1819;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1820;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1821;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1827;;;;;
campovx_11_fuente;Vector Renta;CVC;F1922;;;
campovx_03_vector;1828;;;;;
campovx_11_fuente;Vector Renta;CVC;F1922;;;
campovx_03_vector;1829;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1830;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1831;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1832;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1833;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1834;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1835;;;;;
campovx_11_fuente;F22;CVC;Vector Renta;F1922;;
campovx_03_vector;1836;;;;;
campovx_11_fuente;F22;CVC;Vector Renta;F1922;;
campovx_03_vector;1837;;;;;
campovx_11_fuente;Vector Renta;CVC;F1922Sociedad;;;
campovx_03_vector;1838;;;;;
campovx_11_fuente;Vector Renta;CVC;F1922Sociedad;;;
campovx_03_vector;1839;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1840;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1841;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1842;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1843;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1844;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1846;;;;;
campovx_11_fuente;F1828;;;;;
campovx_03_vector;1858;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1859;;;;;
campovx_11_fuente;Vector Renta;CVC;F1922;;;
campovx_03_vector;1860;;;;;
campovx_11_fuente;Vector Renta;CVC;F1922;;;
campovx_03_vector;1861;;;;;
campovx_11_fuente;Vector Renta;CVC;F1922Sociedad;;;
campovx_03_vector;1862;;;;;
campovx_11_fuente;Vector Renta;CVC;F1922Sociedad;;;
campovx_03_vector;1863;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1864;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1865;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1866;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1867;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1868;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1870;;;;;
campovx_11_fuente;F1887;;;;;
campovx_03_vector;1891;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);;;;;
campovx_03_vector;1892;;;;;
campovx_11_fuente;F29 (SIN FILTROS: Considerar todos los F29 presentados por el contribuyente, sin validar las anotaciones vigentes o el pago de los giros);;;;;
campovx_03_vector;1893;;;;;
campovx_11_fuente;CVC;;;;;
campovx_03_vector;1894;;;;;
campovx_11_fuente;F1922;;;;;
campovx_03_vector;1896;;;;;
campovx_11_fuente;Vector Renta;;;;;
campovx_03_vector;1897;;;;;
campovx_11_fuente;F1835;;;;;
campovx_03_vector;1898;;;;;
campovx_11_fuente;F1835;Avaluaciones;;;;
campovx_03_vector;1913;;;;;
campovx_11_fuente;F50;;;;;
campovx_03_vector;1914;;;;;
campovx_11_fuente;F50;;;;;
campovx_03_vector;1915;;;;;
campovx_11_fuente;F50;;;;;
campovx_03_vector;1923;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1924;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1925;;;;;
campovx_11_fuente;F22;;;;;
campovx_03_vector;1929;;;;;
campovx_11_fuente;F1914;;;;;
campovx_03_vector;1930;;;;;
campovx_11_fuente;F1914;;;;;
campovx_03_vector;1931;;;;;
campovx_11_fuente;F1914;;;;;
campovx_03_vector;1932;;;;;
campovx_11_fuente;DTE;;;;;
campovx_03_vector;1933;;;;;
campovx_11_fuente;DTE;;;;;
campovx_03_vector;1934;;;;;
campovx_11_fuente;DTE;;;;;
campovx_03_vector;1935;;;;;
campovx_11_fuente;F1835;F22;Vector Renta;;;
campovx_03_vector;1936;;;;;
